,Name,Price,Engine,Mileage,BodyType,FuelType,Transmission,SellerType,City,Description,Link
161,"Mazda 6, 2005",190000,2.0 AT (147 л.с.),227 708 км,седан,бензин,передний,Автодилер,"Московская область, Ленинский г.о., Видное","Машина стоит в Москве по адресу касимовская улица дом 9к1. Продаю мазду 6 рестайлинг на 5-ти ступенчатом автомате, на 17 литых дисках, переобута уже на летнюю резину. Кузов хороший, без дыр и гнили, пороги, арки, пол все целое. Лобовое стекло целое, трещин нет. Юридически чистая, без штрафов, запретов. 2 комплекта ключей. Торга нет, цена ниже рынка!","Mazda 6, 2005"
162,"ВАЗ (LADA) Priora, 2012",RUB,1.6 MT (98 л.с.),200 000 км,хетчбэк,бензин,передний,Автодилер,Москва,"Приора 2012 года, 4 хозяина по Птс. Комплектация самая максимальная что есть в этой модели приор. Именно: - 4 электростеклопольедемника (работает). - кондиционер (работает). - подогрев сидений, лобового стекла, зеркал, заднего стекла (работает). - навигация (работает). - парктионики (работает). - датчик дождя / света (работает). - электрика вся исправна. - пороги и дно на фото прикрепил, не спрашивайте по телефону, просто открываем фото и смотрим делаем выводы. - мотор работает тихо, ровно, не троит, дыма нет. - коробка без хрустов и вылетов. - подвеска без нареканий. - стекла все 2012 года. - стаканы, лонжероны, телевизор родные. - рыжиков по кузову нет. Если остались вопросы, задавайте, но только не то, что написано тут.","ВАЗ (LADA) Priora, 2012"
163,"Renault Kaptur, 2017",1950000,Ошибка,Ошибка,Ошибка,Ошибка,Ошибка,Автодилер,Санкт-Петербург,"В нашем автоцентре Вы можете воспользоваться следующими услугами: Срочный выкуп автомобиля любой марки в течении 30-минут, деньги сразу; Trade-IN (прием автомобиля в зачет стоимости нового или с пробегом); Выкуп кредитных автомобилей, Прием автомобилей на комиссию (помощь в продаже). Оформление кредита, решение в течении 20 минут после подачи заявки; Срок кредитования от 6 до 96 месяцев, с возможностью как полного, так и частичного досрочного погашения, без штрафов и дополнительных комиссий. Выгодное Предложение! Эксклюзивные Условия При Покупке В Кредит! Дополнительная Выгода При Сдаче Вашего Авто! Гарантия Юридической Чистоты Сделки! Первоначальный Взнос От 0%. Кредит По Двум Документам. Цена В Объявлении Указана С Максимально Возможной Скидкой, При Покупки, Автомобиля В Кредит. Всем Нашим Клиентам В Подарок Комплект Шин. Страхование Каско Или Осаго. Регистрация В Гибдд. Полный Бак Бензина. Оплата Проезда ДО Нашего Автоцентра. Предпродажная подготовка — мы исправили все основные недостатки в автомобиле, произвели глубокую химчистку салона и полировку всех кузовных элементов, а также подготовили список рекомендаций по дальнейшей эксплуатации автомобиля. Программа «Техническая Гарантия» — программа предусматривает устранение пост продажных поломок узлов и агрегатов автомобиля и дальнейшего обслуживания в сети наших специализированных сервисных центров. Продажа в кредит — более 15 Банков партнеров и более 52 различных программ, а также специальные скидки при покупки автомобиля с пробегом. Подача заявки осуществляется в автосалоне, либо онлайн, связавшись по телефону с отделом кредитования нашего Автоцентра. Тест-Драйв, приехав в автосалон Freeдом Авто вы всегда можете сделать тест-драйв на любом понравившемся вам автомобиле. Trade In — обмен Вашего авто на автомобиль представленный в нашей компании. При обмене вашего автомобиля, компания Freeдом Авто, также предоставляет дополнительные скидки до 200 000,00 руб. Страхование Каско, Осаго. В нашем автосалоне вы всегда можете осуществить любой вид страхование, в независимость от того приобретен автомобиль у нас или же у сторонних организаций. «Программа лояльности» для постоянных клиентов, наша компания предоставляет гибкую систему скидок и бонусов. Более подробную информацию по наличию автомобилей Вы можете узнать на нашем официальном сайте. Для этого откройте карточку магазина, которая находится под номером телефона, далее переходите в раздел «контакты» и переходите по ссылке. Цена В Объявлении Указана С Максимально Возможной Скидкой, При Покупки, Автомобиля Кредит.","Renault Kaptur, 2017"
164,"Hyundai Solaris, 2015",RUB,1.6 AT (123 л.с.),247 000 км,седан,бензин,передний,Автодилер,"Республика Дагестан, Махачкала","Машина в отличном состоянии. Имеются два окраса. Мотор, коробка без нареканий. По кузову дефектов нет. Ходовая в отличном состоянии. Салон ухоженный был всегда в чехлах. Машина не требует никаких вложений. Юридически чистая, оформлением проблем нет. Газа нет. Торг при осмотре. Бартер не предлагать.","Hyundai Solaris, 2015"
165,"Kia Rio, 2017",259000,1.6 AT (123 л.с.),99 500 км,седан,бензин,передний,Автодилер,"Краснодарский край, Темрюкский р-н, станица Тамань","Авто в отличном состоянии, юридически чистая. 2 хозяина, оригинальный Птс. Не бита не крашена, вся в заводе, включая бампера, лобовое тоже оригинал без трещин, 2 комплекта ключей. Хорошая комплектация, Климат контррл, 15е литые диски, линзы, парктроники, камера заднего вида, подогревы передних и задних сидений, подогрев лобового и т. Д. Чистый и ухоженный салон. Вложений не требует! Небольшой торг у капота на бензин ( 10тыс торг).","Kia Rio, 2017"
166,"Volkswagen Touareg, 2012",RUB,3.0 AT (245 л.с.),203 000 км,внедорожник,дизель,полный,Автодилер,"Московская область, Ступино","Срочно. Все вопросы по телефону, собственник!","Volkswagen Touareg, 2012"
167,"Kia Rio, 2020",1190000,1.6 AT (123 л.с.),62 513 км,седан,бензин,передний,Ошибка,Москва,"Автомобиль в отличном состоянии, своевременно обслуживался, на фото на зимней резине, летняя Michelin на литых дисках. Сделана дополнительная шумоизоляция. Вложений не требует. Звонить с 10 до 21 часа. Либо писать в сообщения.","Kia Rio, 2020"
168,"Mercedes-Benz C-класс, 2014",RUB,1.6 AT (156 л.с.),98 500 км,седан,бензин,задний,Ошибка,"Республика Башкортостан, Уфимский р-н, Булгаковский сельсовет, с. Булгаково",Машина в идеальном состоянии. Не бита не крашена. Обмен не интересует!,"Mercedes-Benz C-класс, 2014"
169,"Mitsubishi Lancer, 2014",3620000,1.6 AT (117 л.с.),172 000 км,седан,бензин,передний,Ошибка,Москва,"Японская сборка. Комплектация: АС (кондиционер),4 стеклоподъемника, кожаный руль, задние парктроники, салон в чехлах с первого дня, подогревы передних сидений. Отличное состояние автомобиля! Коробка двигатель без нареканий. Птс оригинал. Полностью подтверждённый пробег. Дилерское обслуживание с момента приобретения до текущего момента. Свежие дисковые тормоза, колодки Brembo. По факту 1 собственник, было переименование компании, поэтому по Птс два владельца. На авто ездил один сотрудник. Берег обслуживал, как свою, так как выдана была надолго. Денег не жалели, всё по регламенту и все рекомендации проводились вовремя. Машина без Дтп. В автотеке расчёт стоимости ремонта — это расчёт замены лобового стекла. Кузовной ремонт — это замена лобового (лобовое у них это больное) скрины приложены в конце. Все остальные стекла — завод. Два косметических окраса задних крыльев до 250 микрон. Остальное все в родной красе. Любые проверки за ваш счёт. Стоит на зимних шинах, летние имеются (Continental premiumcontact 6). Приезжайте и убедитесь в достойном состоянии авто. Кто первый приедет, того и машина). Торг у капота.","Mitsubishi Lancer, 2014"
170,"Ford Focus, 2005",RUB,2.0 MT (145 л.с.),240 000 км,седан,бензин,передний,Ошибка,Москва,"Автомобиль в отличном состоянии. Кто ищет состояние сел поехал это тот самый вариант, чистый и честный автомобиль. Печка греет на ура, новая зимняя резина из магазина без пробега(шипы)без пробега! По кузову без рыжиков и гнили! Пороги живые! Днище живое! Кондиционер подогрев сидений работает! Автозапуск starline 2 ключа, с брелком под заказ, новый ключ надо прописать, можно и с сигнализации открывать закрывать. Хорошая аудиосистема, можно выходить в сеть, смотреть фильмы, навигатор, на основе андроид, потрачено 27.000₽ на неё. Салон чистый не грязный. Техника авто вообще шикарная, плывет как корабль,2 литра едет очень хорошо. Сцепление, масла фильтра новое, задние стойки и подшипники новые, стабилизаторы новые. Все как описал так есть!","Ford Focus, 2005"
171,"Kia Soul, 2018",658000,1.6 AT (124 л.с.),93 000 км,внедорожник,бензин,передний,Ошибка,"Московская область, Балашиха","Занимаюсь. Документы в полном порядке, штрафов, запретов, залогов и прочих ограничений– нет. Технически в идеале. Двигатель, коробка работают идеально. Подвеска вся обслужена. Лицензии такси нет! Первая цена на соул 2рест -1.250. Дёшево забрал — дёшево отдаю. Вин Xwejp811bj0009633. Без глупых вопросов, звонков очень много. Звоните с 10 утра до 01:00 ночи.","Kia Soul, 2018"
172,"Opel Antara, 2013",RUB,2.2 AT (184 л.с.),134 600 км,внедорожник,дизель,полный,Ошибка,Санкт-Петербург,"В нашем автоцентре Вы можете воспользоваться следующими услугами: Срочный выкуп автомобиля любой марки в течении 30-минут, деньги сразу; Trade-IN (прием автомобиля в зачет стоимости нового или с пробегом); Выкуп кредитных автомобилей, Прием автомобилей на комиссию (помощь в продаже). Оформление кредита, решение в течении 20 минут после подачи заявки; Срок кредитования от 6 до 96 месяцев, с возможностью как полного, так и частичного досрочного погашения, без штрафов и дополнительных комиссий. Выгодное Предложение! Эксклюзивные Условия При Покупке В Кредит! Дополнительная Выгода При Сдаче Вашего Авто! Гарантия Юридической Чистоты Сделки! Первоначальный Взнос От 0%. Кредит По Двум Документам. Цена В Объявлении Указана С Максимально Возможной Скидкой, При Покупки, Автомобиля В Кредит. Всем Нашим Клиентам В Подарок Комплект Шин. Страхование Каско Или Осаго. Регистрация В Гибдд. Полный Бак Бензина. Оплата Проезда ДО Нашего Автоцентра. Предпродажная подготовка — мы исправили все основные недостатки в автомобиле, произвели глубокую химчистку салона и полировку всех кузовных элементов, а также подготовили список рекомендаций по дальнейшей эксплуатации автомобиля. Программа «Техническая Гарантия» — программа предусматривает устранение пост продажных поломок узлов и агрегатов автомобиля и дальнейшего обслуживания в сети наших специализированных сервисных центров. Продажа в кредит — более 15 Банков партнеров и более 52 различных программ, а также специальные скидки при покупки автомобиля с пробегом. Подача заявки осуществляется в автосалоне, либо онлайн, связавшись по телефону с отделом кредитования нашего Автоцентра. Тест-Драйв, приехав в автосалон Freeдом Авто вы всегда можете сделать тест-драйв на любом понравившемся вам автомобиле. Trade In — обмен Вашего авто на автомобиль представленный в нашей компании. При обмене вашего автомобиля, компания Freeдом Авто, также предоставляет дополнительные скидки до 200 000,00 руб. Страхование Каско, Осаго. В нашем автосалоне вы всегда можете осуществить любой вид страхование, в независимость от того приобретен автомобиль у нас или же у сторонних организаций. «Программа лояльности» для постоянных клиентов, наша компания предоставляет гибкую систему скидок и бонусов. Более подробную информацию по наличию автомобилей Вы можете узнать на нашем официальном сайте. Для этого откройте карточку магазина, которая находится под номером телефона, далее переходите в раздел «контакты» и переходите по ссылке. Цена В Объявлении Указана С Максимально Возможной Скидкой, При Покупки, Автомобиля Кредит.","Opel Antara, 2013"
173,"Volkswagen Polo, 2020",85333,1.6 MT (90 л.с.),82 900 км,лифтбек,бензин,передний,Ошибка,Санкт-Петербург,"Поло в очень хорошем состоянии. По технической части все в порядке, кузов целый. Салон чистый. Я собственник, Птс электронный. Хорошая зимняя резина.","Volkswagen Polo, 2020"
174,"Hyundai Accent, 2003",RUB,1.5 MT (102 л.с.),255 600 км,седан,бензин,передний,Ошибка,"Орловская область, Орёл","Hyundai accent в отличном состоянии, все стекла родные, двигатель сухой, работает отлично, кондиционер работает, ходовая обслужена, новая зимняя резина 1 сезон. Машина в очень достойном состоянии. Оригинал птс 3 владельца! Вся зеленая автотека, без Дтп и ограничений. Торг только у капота.","Hyundai Accent, 2003"
175,"ВАЗ (LADA) Kalina, 2015",295000,1.6 MT (106 л.с.),97 000 км,хетчбэк,бензин,передний,Ошибка,Севастополь,"Продается надежный автомобиль в хорошем состоянии, без коррозии, с чистым салоном и хорошей летней резиной. Вторая машина — на работу с работы. Стоит маленький усилитель/сабвуфер. Новый радиатор, бачок охлаждения, новая тормозная жидкость, новые свечи, Грм с роликами поменян на 75 000 км. Полный комплект документов. Любые проверки приветствуются. Из минусов — шумит выжимное, на сто сказали это Лада, можешь ездить, мне не мешает, езжу месяц так. Если не беру трубку — пишите. Хороший торг у капота.","ВАЗ (LADA) Kalina, 2015"
176,"Toyota Avensis, 2007",RUB,2.0 AT (147 л.с.),193 135 км,универсал,бензин,передний,Ошибка,"Ростовская область, Ростов-на-Дону","В продаже Тойота Авенси 2007 года выпуска, двигатель 2 литра коробка классический автомат! Автомобиль Без Дтп, Птс Оригинал. Автомобиль в максимальной комплектации двухзонный климат, круиз контроль, полный электропакет со складыванием зеркал, кожаный мультируль, магнитола андроид, подогрев сидений и многое другое! По технической части без нареканий сел поехал, двигатель, коробка, ходовая работают в штатном режиме! По кузову и салона на отлично! Возможна продажа в кредит!","Toyota Avensis, 2007"
177,"Audi Q3, 2013",320000,2.0 AMT (170 л.с.),148 000 км,внедорожник,бензин,полный,Ошибка,Москва,"Продам Audi Q3 2013 год выпуска. Компактный, шустрый, с небольшим расходом топлива, отличный вариант как для города, так и для скоростных трасс. С полным приводом и сбалансированной настройкой подвески, очень уверено держит дорогу на любой скорости. Только выполнил плановое ТО. (Мало в двигателе, фильтра, антифриз, передние втулки и стойки стабилизатора, маслоотделитель). Машина готова к эксплуатации. В комплектации: раздельный климат контроль, кожаный салон, электропривод сидений, бесключевой доступ. Машина дилерска, родной пробег. Оригинал Птс, полный комплект ключей.","Audi Q3, 2013"
178,"Opel Monterey, 1994",RUB,3.1 MT (114 л.с.),150 000 км,внедорожник,дизель,полный,Ошибка,Москва,"Идеальное техническое состояние. Мотор работает изумительно, турбины дуют на ура! Днище, пороги и рама отличная. Номер на раме читается. С документами полный порядок.","Opel Monterey, 1994"
179,"Volvo S40, 2006",1195000,1.6 MT (100 л.с.),80 000 км,седан,бензин,передний,Ошибка,"Владимирская область, Ковров","Продам хорошую, надежную, комфортную машину. Автомобиль обслуживался вовремя, денег не жалел. В прошлом месяце поменены все масла, жидкости. Новые колодки в круг. Хороший аккумулятор. На уверенном ходу, все исправно, все работает. Мотор, коробка на отлично! Салон чистый ухоженный. Очень надежный автомобиль который вас не подведёт и не разочарует. Торг! Возможен обмен. Не штрафов, не запретов нет! Юридически чист! Вин по запросу. Если не дозвонились пишите.","Volvo S40, 2006"
180,"Lexus RX, 2000",RUB,3.0 AT (223 л.с.),256 000 км,внедорожник,бензин,полный,Ошибка,"Московская область, Богородский г.о., Электроугли","Здравствуйте, машина на полном ходу. Мотор коробка по ходовой части всё в отличном состоянии. По кузову есть куда приложить руки. В салоне работает всё что должно работать. Люк, аудио, колонки подогрев сидений, печка кондиционер и. Т. Д. Шумоизоляция очень хорошая. Аккумулятор новый, свечки поменяли. Есть штраф на 6000 оплатим. Интересует обмен, на меньшую машину.","Lexus RX, 2000"
181,"Mercedes-Benz C-класс, 2008",710000,2.1 AT (170 л.с.),150 000 км,седан,дизель,задний,Ошибка,"Псковская область, Великие Луки","Хорошее состоянии, своевременное обслуживание. Экономичный двигатель, в смешанном цикле 7л/100км. Двигатель масла не берет, в мороз заводиться отлично, не дымит. Коробка переключает в любом режиме плавно. Состоянии кузова, хорошее. По электрике все работает, кондей заправлен. Лобовое без трещин. Из недавнего: масла, фильтра, форсунки, подвеска передняя, частично задняя. Возможен обмен.","Mercedes-Benz C-класс, 2008"
182,"Volkswagen Passat, 2012",RUB,1.8 AMT (152 л.с.),208 000 км,седан,бензин,передний,Ошибка,"Самарская область, Самара","Родной пробег1000%. Автомобиль полностью обслужен, все своевременно менялось. В данный момент никаких нареканий по двигателю, по акпп и ходовой части нету. Серьёзных дтп не было, были только мелкие. Комплектация очень хорошая. Abs, Esp, Air Bag, климат — контроль, Круиз контроль, датчики дождя и света, атермальное остекление ( обогрев лобового), подогревы сидений, электропривод сидений, Электро зеркала, стеклоподъемники, центральный замок, сигнализация с авто запуском, музыка, колонки, Туманки, парктроники задние и передние, мультируль. По кузову в данный момент, никаких косяков нету. Авто салоны не беспокойте!","Volkswagen Passat, 2012"
183,"BMW 7 серия, 2001",1260000,4.4 AT (333 л.с.),250 000 км,седан,бензин,задний,Ошибка,"Краснодарский край, Кавказский р-н, Кропоткинское городское поселение, Кропоткин",Продам чистокровный немецкий Лайнер! Пробег родной 100%. Без Дтп и всяких страховых махинаций! Машинка как по кузову так и по техчасти в отличнейшем состоянии! Все болячки устранены! Не каких вложений не требует! Машина реально живая! Готов на любые проверки! Мотаюсь каждый день! В таком состоянии их практически не осталось! Установлено газовое оборудование! В данный момент готова к длительной эксплуатации! Возможен Торг или Обмен!,"BMW 7 серия, 2001"
184,"Volkswagen Golf, 2005",RUB,1.6 MT (102 л.с.),174 004 км,хетчбэк,бензин,передний,Ошибка,Москва,"Wvwzzz1kz6w509470. Продам гольф плюс, без Дтп, крашеных элементов нет, сцепление и ремень Грм поменян меньше года, недавно был сделан ремонт компрессора кондиционера на 30.000 в сервисе Bosch Едет отлично, торг возле капота! Штрафов/запретов нет!","Volkswagen Golf, 2005"
185,"Volvo S80, 2002",1470000,2.9 AT (196 л.с.),196 000 км,седан,бензин,передний,Ошибка,"Смоленская область, Смоленск","Автомобиль полностью в исправном состоянии, двигатель, коробка и ходовая часть полностью исправно без нареканий сел и поехал. Из минусов есть небольшая вмятина на левом переднем крыле на фото всё видно. По документам весит запрет, но задолженность уже оплачена до конца месяца запрет уже будет снят. Машина в достойном состоянии свою цену можете не предлагать, Осмотр в Озерный.","Volvo S80, 2002"
186,"Audi 80, 1993",RUB,2.3 MT (133 л.с.),150 000 км,седан,бензин,передний,Ошибка,"Тульская область, Киреевский р-н, муниципальное образование Киреевск, Киреевск","Автомобиль в очень хорошем состоянии! Все работает в штатном режиме! Не гнилой! Мотор шепчет, тяга очень хорошая! Торг только у капота!","Audi 80, 1993"
187,"Renault Fluence, 2010",1180000,1.6 MT (106 л.с.),175 682 км,седан,бензин,передний,Ошибка,"Брянская область, Брянск","Renault Fluence 2010 года выпуска! Родная краска, оригинальный пробег, хорошее состояние стекла оригинал. Вложений не требует, кузов без гнили и ржавчины, полностью оцинкованный! Салон в отличном состоянии, не прокурен, стоят красивые кожаные чехлы! Электронная приборная панель! По технике много чего поменяно-(новый бензонасос, новый стартер, новый акб, новый тормозные диски, калодки новые, трос ручника)Полностью прошла предпродажную подготовку! Двигатель 1.6 бензин! Без Дтп! Разумный торг возле автомобиля! Комплекта ключей! Полный пакет документов! Рассмотрю обмен на участок Ижс в городе Брянск!","Renault Fluence, 2010"
188,"BMW 7 серия, 2012",RUB,4.4 AT (450 л.с.),241 230 км,седан,бензин,полный,Ошибка,Санкт-Петербург,"Продаю Бмв 750 xdrive Long. Я собственник! Богатая комплектация со множеством полезных функций: 1. Доводчики дверей и бесключевой доступ. 2. Пневмо подвеска. 3. Передние и задние сидения с обогревом, вентиляцией и памятью( задние с массажем). 4. Люк. 5. Проекция на лобовое. 6. Камера 360. 7. Навигация. И многое другое! Своевременное Обслуживание. Никаких расчетов. Ездил бы сам, но к сожалению обстоятельства вынуждают продать((((. Перекупщиков и автосалоны просьба не беспокоить! Езжу каждый день, на стоянки не поставлю!","BMW 7 серия, 2012"
189,"Mercedes-Benz E-класс, 1995",1838000,3.2 AT (220 л.с.),410 000 км,седан,бензин,задний,Ошибка,"Республика Дагестан, Махачкала",Учёт Армения. Птс оригинал и птс Руфицированый. Генеральная доверенность с правом передоверия и с правом поставить на учёт РФ. Мотор отлично масло не кушает. Коробка отлично не пинает. Люк не течёт. Кожа отлично. Редуктор не гудит. Коррозии нет. Стоит газ 60 литров. Бартер На 4.2 С Моей Доплатой.,"Mercedes-Benz E-класс, 1995"
190,"Mercedes-Benz E-класс, 2009",RUB,1.8 AT (204 л.с.),248 000 км,седан,бензин,задний,Ошибка,"Московская область, Мытищи","Mercedes W212. Полностью обслуженный автомобиль. Вложений не требует! Все менялось во время. Катализаторы на месте. Подушки безопасности все на месте. Вся электрика и кондиционер работает. Юридически чистый, без штрафов. Оригинальный пробег. Звоните -все расскажу, покажу.","Mercedes-Benz E-класс, 2009"
191,"Kia Rio, 2007",920000,1.4 MT (97 л.с.),143 000 км,седан,бензин,передний,Ошибка,"Ярославская область, Ярославль","Всем Доброго Времени Суток! В Продаже От Собственника Киа Рио II 2007г. В. В отличном состоянии для своих лет! Всего 3 Владельца. 1 с 2007 по 2014. 2 с 2014 по 2020. 3 с 2020 по 2023. Авто приобретение мной за наличные для перепродажи, при негативном отношении к перекупщикам просто пролистывайте. Авто продаю честно от себя без разных мутных схем! В Птс вписан я. В Стс и на учете на мне. Ни В Каких Дтп Авто Не Участвовал Все Жележо Заводское Оригинал Болты Не Крутились Ничего Не Снималось. Преимущественно в заводском окрасе. Крыша 105-120. Капот130-220. Крыло пл 130-360. Крыло пп 105-120. Дверь пп 170-650. Дверь зп 105-150. Дверь пл 150-360. Дверь зл 150-220. Крыло зл 180-1700. Крыло за 105-130. Багажник 105-110. Проемы 40-60. Пороги и дно без дыр. Мотор работает Отлично не дымит, не троит, динамика сумасшедшая. Коробка на отлично не хрустит, переключения плавные. Новое сцепление. Новый Акб. Заменен ремень Грм пробежал около15000 км. Полностью перебрана и обслужена рулевая рейка. Заменены передние диски и колодки в круг. Тех. Осмотр до марта 2024года номера 76 регион. Сигнализация с автозапуском. Юридически кристально чист, ни запретов ни штрафов и разной другой ерунды Нет! Присутствуют незначительные царапки и сколы. Летней резины нет. За пробег не ручаюсь…. думаю надо расчитывать плюсом от 50к до 70к. Любые проверки приветствуются, цена обсуждается в разумных пределах только у машины. Всем удачного дня и хорошего настроения!","Kia Rio, 2007"
192,"Nissan Almera, 2006",RUB,1.5 MT (98 л.с.),175 000 км,седан,бензин,передний,Ошибка,"Московская область, Сергиево-Посадский г.о., Сергиев Посад","Продаю альмеру в отличном состоянии, за машиной следили денег не жалели авто в родной краске кроме бамперов, оригинальное лобовое, из последнего сделанного замена передних стоек, опорные подшипники, сделано то. Звоните все расскажу что интересует.","Nissan Almera, 2006"
193,"Mazda 3, 2011",369000,1.6 AT (105 л.с.),9 725 км,седан,бензин,передний,Ошибка,Москва,"Машина в состоянии близко к новой, всё работает как положено, кузов, краска, стёкла всё заводское, настоящий пробег 9725 км. Все вопросы по телефону звонить с 8 до 22.","Mazda 3, 2011"
194,"Hyundai Accent, 2008",RUB,1.5 MT (102 л.с.),219 000 км,седан,бензин,передний,Ошибка,"Челябинская область, Челябинск","Акцент 2008 года, всего 2 собственника, 2 окраса, все остальное в родной краски и все без рыжья и гнилья, внешний вид бомба, двигатель без жора масла, едет отлично, коробка без хрустов и вылетов, новый главный цилиндр сцепления, новый выжимной, ходовка отрабатывает как положено, гидроусилитель исправен, максимальная комплектация, кондер работает, 4 стеклоподьемника, подушка безопасности, электрорегулировка зеркал, подогрев зеркал и заднего стекла, автозапуск с обратной связью, салон чистый и ухоженный, по документам все в порядке, не каких арестов штрафов и тд, на учете стоит, торг не большой у капота, подробности по телефону, на смс не отвечаю.","Hyundai Accent, 2008"
195,"Hyundai Sonata, 2008",850000,2.0 MT (137 л.с.),186 000 км,седан,бензин,передний,Ошибка,Москва,Автомобиль В Отличном Состоянии. Кузов Крепкий Не Ржавый Не Гнилой. Двигатель Работает Ровно. Ходовка Мягкая Перебрана. Салон Чистый Ухоженный. Юридически Чистая.,"Hyundai Sonata, 2008"
196,"Toyota Camry, 2003",RUB,2.4 AT (149 л.с.),260 000 км,седан,бензин,передний,Ошибка,Москва,"Куплен у дилера новой в Москве, фактически 2 хозяина, я владелец, оформлена на меня, владею около года, недавно поменяны все масла, фильтра, колодки, стойки и втулки стабилизатора, Кондей работает, двигатель и акпп без нареканий, ходовая на 5+, Птс оригинал, 3 Ключа, просьба салонам перекупщиков не беспокоить, цена окончательная и без торга! Любые проверки!","Toyota Camry, 2003"
197,"Volkswagen Polo, 2013",820000,1.6 MT (105 л.с.),195 000 км,седан,бензин,передний,Ошибка,"Краснодарский край, Краснодар","Автомобиль в хорошем состоянии. Оригинальный Птс, оригинальный не скрученный пробег, заводской окрас. Богатая комплектация, все работает в штатном режиме. Салон чистый, не затертый. Два комплекта ключей, два комплекта резины. Автосалоны просьба не беспокоить!","Volkswagen Polo, 2013"
198,"Opel Monterey, 1994",RUB,3.1 MT (114 л.с.),150 000 км,внедорожник,дизель,полный,Автодилер,Москва,"Идеальное техническое состояние. Мотор работает изумительно, турбины дуют на ура! Днище, пороги и рама отличная. Номер на раме читается. С документами полный порядок.","Opel Monterey, 1994"
199,"ВАЗ (LADA) Priora, 2011",265000,1.6 MT (98 л.с.),196 000 км,седан,бензин,передний,Автодилер,"Ставропольский край, Ставрополь",Цена на два дня! Срочно! Машина в хорошем состоянии. Двигатель коробка Ходовая отлично. Дно чашки стаканы отлично. Машина без гнили и ржавчин. Находится по адресу. Осмотр в любое время.,"ВАЗ (LADA) Priora, 2011"
200,"Ford Focus, 2010",RUB,1.6 MT (100 л.с.),154 000 км,универсал,бензин,передний,Автодилер,"Брянская область, Брянск","Продаю свою машину Ford Focus 2 рестайлинг. Механика, коробка не выбивает. Двигатель 1,6. Очень резвый мотор. За 13 лет жизни у машины 4 хозяина. Машина внешне и внутренне выглядит прекрасно. Нет гнили, ржавчины, тем более дыр. Все заводские стёкла, кроме одного. Весь комплект Грм поменян 10.000км назад. В подарок Вам будут диски с летней резиной. Так же зима на отдельных дисках. (Зима на 5). Имеются задние парктроники. Цена более чем адекватная для этой машины, но и Вам приятный бонус, по этому есть торг, быстрым хороший торг.","Ford Focus, 2010"
201,"Volkswagen Touareg, 2012",250000,3.0 AT (245 л.с.),203 000 км,внедорожник,дизель,полный,Автодилер,"Московская область, Ступино","Срочно. Все вопросы по телефону, собственник!","Volkswagen Touareg, 2012"
